OSEBuildingID,PrimaryPropertyType,PropertyName,Address,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,parking_area_prcnt,largest_property_GFA_prcnt,PropertyGFATotal_log,PropertyGFABuilding(s)_log,LargestPropertyUseTypeGFA_log,TotalGHGEmissions_log,SiteEnergyUse(kBtu)_log
9,Other,West Precinct,810 Virginia St,98101,0660000560,7,downtown,47.61623,-122.33657,1.0,2.0,97288,37198,60090,Other,88830.0,,,,,,62.36363636363637,136.1000061,141.6000061,316.2999878,320.5,12086616.0,12581712.0,0.0,7371434.0,4715182.0,False,,Compliant,,301.81,3.1,24,0.382349313378834,1.4782825761357963,11.485430930660835,11.003598717327973,11.394479709763747,5.709797680310989,16.307609282667034
11,Other,Paramount Theatre,911 Pine St,98101,0660000955,7,downtown,47.61327,-122.33136,1.0,8.0,102761,0,102761,Other,102761.0,,,,,,62.36363636363637,61.29999924,68.80000305,141.6999969,152.3000031,6298131.5,7067881.5,2276286.5,3636655.0,385189.0,False,,Compliant,,221.51,2.16,97,0.0,1.0,11.540161182589472,11.540161182589472,11.540161182589472,5.4004677351929695,15.655763560069461
21,Other,The Seattle Public Library - Central Library,1000 Fourth Avenue,98154,0942000275,7,downtown,47.60649,-122.33297,1.0,11.0,412000,57000,355000,Other,364913.0,Parking,49000.0,Data Center,1074.0,,62.36363636363637,50.79999924,51.09999847,155.6000061,156.0,18588860.0,18706912.0,737559.5,17851297.0,0.0,False,,Compliant,,181.38,0.44,19,0.1383495145631068,1.0279239436619718,12.928778628331663,12.779873068457553,12.8074142479889,5.200594278019421,16.738073034525183
22,Other,Downtown Seattle YMCA,909 4th Avenue,98104,0942000350,7,downtown,47.60546,-122.33279,1.0,6.0,103911,0,103911,Other,90000.0,Office,40000.0,Swimming Pool,0.0,,62.36363636363637,76.59999847,78.40000153,157.3999939,159.6000061,9956396.0,10192124.0,4592347.5,4453868.0,910180.0,False,,Compliant,,433.86,4.18,93,0.0,0.8661258192106707,11.551290042513212,11.551290042513212,11.407564949312402,6.072721901414916,16.11372571668866
24,Mixed Use Property,The Rainier Club,820 4th Ave.,98104,0942000510,7,downtown,47.60515,-122.33159,1.0,5.0,57452,0,57452,Other,16442.0,Restaurant,15505.0,Office,9741.0,,58.82608695652174,132.3999939,137.1000061,280.7000122,285.0,7606084.5,7877219.0,1776201.875,3764791.0,2065091.0,False,,Compliant,,273.02,4.75,116,0.0,0.28618672979182624,10.958705095551714,10.958705095551714,9.707594315712079,5.609545052574831,15.844459077058906
26,Other,King County Courthouse,516 3RD AVE,98104,0942000860,7,downtown,47.60265,-122.33051,1.0,10.0,540360,0,540360,Other,537150.0,,,,,,76.0,83.69999695,87.5,182.6999969,186.6999969,44984468.0,47023088.0,0.0,24357833.0,20626631.0,False,,Compliant,,1265.29,2.34,107,0.0,0.9940595158783033,13.199990863083618,13.199990863083618,13.194032664094689,7.143056623899939,17.62182783259915
27,Other,King County Correctional Facility,500 5TH AVE,98104,0942001010,3,downtown,47.60378,-122.32842,1.0,19.0,385274,0,385274,Other,385274.0,,,,,,62.36363636363637,124.1999969,128.6000061,229.5,232.8999939,47859812.0,49539212.0,0.0,18257661.0,29602150.0,False,,Compliant,,1699.45,4.41,38,0.0,1.0,12.861710048451576,12.861710048451576,12.861710048451576,7.438059948285612,17.683786712313093
28,K-12 School,Graham Hill Elementary,5149 S. Graham St.,98118,1102000138,2,southeast,47.54576,-122.26853,1.0,2.0,56228,0,56228,K-12 School,58916.0,,,,,,95.0,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0.0,936955.0,602523.0,True,,Error - Correct Default Data,,38.53,0.69,62,0.0,1.047805363875649,10.937170132451657,10.937170132451657,10.983867979609434,3.6514371586380663,14.246954280675935
30,K-12 School,Main Campus Center,1000 Lenora St.,98121,0660001420,7,downtown,47.61816,-122.33629,1.0,7.0,126593,0,126593,Other,125000.0,,,,,,79.54471544715447,90.69999695,97.5,173.0,180.0,11343686.0,12183313.0,0.0,4647474.0,6696211.0,False,,Compliant,,388.04,3.07,95,0.0,0.9874163658338139,11.748732494904456,11.748732494904456,11.736069016284437,5.961108427093083,16.244171847540205
31,Other,Seattle Honda,1015 & 1017 Olive Way,98101,0660001725,7,downtown,47.615,-122.33081,1.0,2.0,67224,0,67224,Other,67224.0,,,,,,62.36363636363637,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,1310236.0,0.0,False,,Compliant,,9.13,0.14,93,0.0,1.0,11.115785605608053,11.115785605608053,11.115785605608053,2.211565694606877,14.085718308636734
36,K-12 School,Jane Addams Middle,11051 34th Ave. N.E.,98125,0752000170,5,north,47.70994,-122.29301,1.0,2.0,160645,0,160645,K-12 School,164229.0,,,,,,75.0,41.29999924,47.5,68.09999847,75.69999695,6779173.0,7800349.5,0.0,1947601.0,4831572.0,True,,Error - Correct Default Data,,270.18,1.68,74,0.0,1.0223100625603039,11.986952240499122,11.986952240499122,12.009017074291574,5.599088403541535,15.729365676075671
37,K-12 School,John Hay Elementary,201 Garfield St.,98109,0809000005,7,magnolia / queen anne,47.6329,-122.35172,1.0,2.0,51582,0,51582,K-12 School,55166.0,,,,,,79.54471544715447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496816.0,0.0,False,,Missing Data,,10.43,0.2,34,0.0,1.069481602109263,10.8509280534025,10.8509280534025,10.918102100465982,2.344686269012681,-inf
38,Small- and Mid-Sized Office,Good Shepherd Center,4649 Sunnyside Ave. N.,98070,0825049008,4,lake union,47.6641,-122.33118,1.0,3.0,87262,0,87262,Office,40943.0,K-12 School,18153.0,Other - Entertainment/Public Assembly,4307.0,,67.31799163179916,61.5,69.80000305,106.5,115.9000015,4145920.5,4703690.0,0.0,1352843.0,2793077.0,False,,Compliant,,157.77,1.81,117,0.0,0.46919621370126746,11.37667036642411,11.37667036642411,10.619936134498339,5.061138276269363,15.237635396685478
41,Warehouse,08781-University Village,2746 Ne 45th St Suite 100,98105,0925049330,4,northeast,47.66172,-122.29598,1.0,2.0,110356,0,110356,Other,26225.0,,,,,,54.54255319148936,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,281265.0,37100.0,False,,Compliant,,3.93,0.04,68,0.0,0.2376400014498532,11.611466782658045,11.611466782658045,10.174468433264497,1.3686394258811698,12.670953213340272
43,Mixed Use Property,Plant 2 Site,7755 E MARGINAL WAY S,98108,0022000005,2,greater duwamish,47.53493,-122.31788,1.0,3.0,494835,0,494835,Office,757027.0,Laboratory,639931.0,Non-Refrigerated Warehouse,459748.0,,8.0,221.6999969,233.1000061,388.2000122,400.2999878,448385312.0,471613856.0,0.0,150476283.0,297909000.0,False,,Compliant,,16870.98,34.09,31,0.0,1.5298574272232157,13.11197965264959,13.11197965264959,13.537154198890532,9.733350265139087,19.921163492158335
46,Warehouse,Seattle 11-13,3301 S NORFOLK ST,98118,0323049024,2,greater duwamish,47.51138,-122.28875,3.0,2.0,714095,0,714095,Non-Refrigerated Warehouse,616000.0,Refrigerated Warehouse,276000.0,Office,71000.0,,54.54255319148936,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,44731153.0,0.0,False,,Compliant,,311.84,0.44,62,0.0,0.8626303222960531,13.478771285692215,13.478771285692215,13.331002242515657,5.74249023575925,17.61618090845081
50,K-12 School,Lawton Elementary,4000 27th Ave. W.,98199,0369000400,7,magnolia / queen anne,47.65671,-122.39047,1.0,2.0,54986,0,54986,K-12 School,54986.0,,,,,2016,97.0,30.0,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0.0,1217589.0,432690.0,False,,Compliant,,31.47,0.57,33,0.0,1.0,10.91483388635787,10.91483388635787,10.91483388635787,3.4490347110763153,14.316455073981123
51,K-12 School,Eckstein Middle,3003 N.E. 75th St.,98115,0425049022,4,northeast,47.68252,-122.29498,1.0,2.0,175565,0,175565,K-12 School,182861.0,,,,,,88.0,35.0,40.09999847,55.0,60.40000153,6399127.5,7329817.5,0.0,1599684.0,4799443.0,True,,Error - Correct Default Data,,266.05,1.52,73,0.0,1.041557257995614,12.075764623688253,12.075764623688253,12.116481580368017,5.583684261042379,15.671672210911376
52,Small- and Mid-Sized Office,SBC52,5305 Shilshole Ave NW,98107,0467000429,6,ballard,47.66587,-122.38476,1.0,2.0,94900,0,94900,Office,55586.0,Non-Refrigerated Warehouse,39314.0,,,,57.0,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,4291585.0,1894876.0,False,,Compliant,,130.56,1.38,62,0.0,0.5857323498419389,11.460578984598019,11.460578984598019,10.925686649970942,4.871832891215797,15.637873833388806
53,Small- and Mid-Sized Office,El Centro de la Raza,2524 16th Ave S,98144,0570000340,2,greater duwamish,47.58034,-122.31132,1.0,2.0,52554,0,52554,Office,51029.0,Other - Education,7849.0,,,,83.0,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,1579749.0,1371582.0,False,,Compliant,,83.86,1.6,123,0.0,0.9709822278037827,10.869596491391144,10.869596491391144,10.840149377550114,4.429148741742616,14.897766897710223
54,K-12 School,Blanchet High School,8200 Wallingford Ave. N,98103,0625049002,6,northwest,47.68891,-122.33553,1.0,3.0,175015,0,175015,K-12 School,175015.0,,,,,,95.0,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,2679739.0,4315001.0,False,,Compliant,,247.85,1.42,69,0.0,1.0,12.072626963518106,12.072626963518106,12.072626963518106,5.512823724466583,15.760669067466482
55,Warehouse,Vine Street,11 Vine Street,98121,0653000225,7,downtown,47.61351,-122.35129,1.0,3.0,70586,0,70586,Other,38439.0,Vocational School,28197.0,Office,3859.0,,54.54255319148936,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,1500229.0,658400.0,False,,Compliant,,45.43,0.64,112,0.0,0.5445697447085824,11.164587103533947,11.164587103533947,10.556827848177686,3.816172679771312,14.584983855916699
57,Large Office,5th and Pine,413 Pine Street,98101,1975700200,7,downtown,47.6113,-122.33659,1.0,5.0,168115,0,168115,Office,103362.0,Retail Store,65676.0,Data Center,493.0,2016,78.0,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,9536160.0,0.0,False,,Compliant,,66.48,0.4,50,0.0,0.6148291348184278,12.032403548015358,12.032403548015358,11.545992668674424,4.196901150547193,16.070601551534008
58,Other,1525 4th Avenue,1525 4th Ave,98101,1975700365,7,downtown,47.61076,-122.33765,1.0,2.0,57428,0,57428,Other,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,,,,62.36363636363637,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,714939.0,532423.0,False,,Compliant,,33.26,0.58,103,0.0,0.9010761301107474,10.958287268247584,10.958287268247584,10.854121738432738,3.5043554737647815,14.036541479246345
59,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,98101,1975700380,7,downtown,47.61048,-122.33794,1.0,8.0,59400,0,59400,Office,34947.0,Retail Store,4993.0,,,,14.0,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,5071973.0,0.0,False,,Compliant,,35.36,0.6,113,0.0,0.5883333333333334,10.992049505350737,10.992049505350737,10.461587907067887,3.5655812377694427,15.439240648903095
60,Mixed Use Property,Mann Building,1401 3rd Avenue,98101,1975700525,7,downtown,47.60886,-122.33744,1.0,2.0,52549,0,52549,Other,23500.0,Restaurant,23500.0,Office,5459.0,,58.82608695652174,286.3999939,299.0,485.2999878,495.5,15026196.0,15683742.0,0.0,4632459.0,10393737.0,False,,Compliant,,584.31,11.12,97,0.0,0.44720165940360423,10.869501346628315,10.869501346628315,10.06475570013225,6.370431663909918,16.52530563588314
73,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,98136,2125049015,3,east,47.63442,-122.30793,1.0,3.0,56072,0,56072,K-12 School,56072.0,,,,,,76.0,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0.0,551867.0,2682920.0,False,,Compliant,,146.34,2.61,112,0.0,1.0,10.934391858180161,10.934391858180161,10.934391858180161,4.985932681455884,14.989473873254628
82,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,98122,2254501944,3,central,47.60823,-122.30956,1.0,2.0,54984,0,54984,Office,54984.0,,,,,,71.0,61.40000153,66.0,139.6000061,144.5,3375211.0,3630147.25,0.0,1978230.0,1396981.0,False,,Compliant,,87.98,1.6,61,0.0,1.0,10.91479751280144,10.91479751280144,10.91479751280144,4.477109515920573,15.031968398853085
87,K-12 School,Arbor Heights Elementary,3701 S.W. 104th St.,98146,2518400005,1,southwest,47.5097,-122.37759,1.0,2.0,53352,0,53352,K-12 School,65568.0,,,,,,79.54471544715447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600813.0,0.0,False,,Missing Data,,4.19,0.08,75,0.0,1.228969860548808,10.884666744312142,10.884666744312142,11.090843051038627,1.4327007339340465,-inf
89,Medical Office,Polyclinic North && South,1200 Harvard Ave,98122,1978201270,3,east,47.61244,-122.3214,1.1822985468956406,3.0,179014,0,179014,Medical Office,179014.0,,,,,,48.0,93.30000305,92.30000305,213.3999939,210.3000031,16701055.0,16527711.0,0.0,9886484.0,6814570.0,False,,Compliant,,430.84,2.41,58,0.0,1.0,12.095219294054973,12.095219294054973,12.095219294054973,6.0657367914825695,16.630982449044307
96,Mixed Use Property,Central Seattle,921 Terry Ave.,98104,1979200290,3,east,47.60845,-122.32637,1.0,6.0,99780,9341,90439,Medical Office,40174.0,Parking,20868.0,Office,17020.0,,58.82608695652174,204.5,207.3000031,505.7999878,504.2999878,15473117.0,15684371.0,5327802.5,10145313.0,0.0,False,,Compliant,,481.97,4.83,40,0.09361595510122268,0.4442110151593892,11.510723041415028,11.412430869276376,10.600975299194493,6.177881871449669,16.554614689002065
98,Retail Store,Firestone Store#012432,400 Westlake Ave N,98109,1983200230,7,lake union,47.62237,-122.33805,1.0,2.0,58320,0,58320,Retail Store,72072.0,,,,,,96.0,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0.0,361803.0,687945.0,False,,Compliant,,39.06,0.67,94,0.0,1.2358024691358025,10.97370036668254,10.97370036668254,11.185420898331277,3.665098925448533,13.864061288709907
100,Large Office,City Place III - SEDO,551 Boren Ave. North,98109,1983200325,7,lake union,47.62424,-122.33646,1.0,5.0,316306,0,316306,Office,261826.0,Parking,150726.0,Other,15139.0,,96.0,48.0,48.40000153,144.0,144.3999939,13795954.0,13909270.0,0.0,12871091.0,924861.0,False,,Compliant,,138.85,0.44,13,0.0,0.8277617244061131,12.664465378446737,12.664465378446737,12.475435439979035,4.933394213752808,16.439885918733513
103,Other,Key Arena,334 1st Ave. N,98109,1985200003,7,magnolia / queen anne,47.62208,-122.35398,1.0,1.0,389000,0,389000,Other,368000.0,,,,,,62.36363636363637,64.30000305,64.5,151.6000061,152.1000061,23658978.0,23736924.0,6093150.0,14419146.0,688680.0,False,,Compliant,,607.41,1.56,61,0.0,0.9460154241645244,12.871334622600584,12.871334622600584,12.815838217151068,6.409204016091534,16.9792532203153
104,Other,Bagley Wright Theatre,151 Mercer St.,98109,1985200003,7,magnolia / queen anne,47.62208,-122.35398,1.0,1.0,91213,0,91213,Other,65000.0,,,,,,62.36363636363637,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881.0,4120130.0,3754115.0,0.0,False,,Compliant,,344.2,3.77,61,0.0,0.7126177189654983,11.420952709763661,11.420952709763661,11.082142548877775,5.841222883777439,15.912442681221258
106,Other,Armory,305 Harrison St.,98109,1985200305,7,magnolia / queen anne,47.62208,-122.35398,1.0,5.0,396085,0,396085,Other,278500.0,,,,,,62.36363636363637,75.19999695,76.30000305,138.1000061,140.0,20955026.0,21257836.0,9763690.0,7252325.0,0.0,False,,Compliant,,804.2,2.03,85,0.0,0.7031319035055607,12.889384113668008,12.889384113668008,12.537173338349476,6.6898479944631735,16.857889080094537
107,Large Office,City Place IV - SEDO,333 Boren Ave. N.,98109,1986200410,7,lake union,47.62112,-122.33629,1.0,12.0,571329,0,571329,Office,598801.0,Parking,310699.0,Other,26203.0,,91.0,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,32206199.0,7399685.0,False,,Compliant,,617.52,1.08,13,0.0,1.048084378702989,13.255720504845556,13.255720504845556,13.302684601532896,6.425711456641598,17.494488352040598
110,Other,Exhibition Hall,225 Mercer St.,98109,1988200440,7,magnolia / queen anne,47.62395,-122.35077,1.0,2.0,52000,0,52000,Other,52000.0,,,,,,62.36363636363637,52.40000153,51.59999847,110.4000015,109.5,2726369.0,2682242.75,1202380.0,1293349.0,0.0,False,,Compliant,,101.83,1.96,61,0.0,1.0,10.858998997563564,10.858998997563564,10.858998997563564,4.623304756183574,14.818481245247327
111,Other,Mercer Arena,363 Mercer St.,98109,1988200700,7,magnolia / queen anne,47.62395,-122.35077,1.0,1.0,60696,0,60696,Other,108000.0,,,,,,62.36363636363637,8.100000381,8.100000381,25.5,25.5,875943.3125,875943.3125,0.0,875943.0,0.0,False,,Compliant,,6.11,0.1,95,0.0,1.7793594306049823,11.01363307701791,11.01363307701791,11.589886506106357,1.809926773183504,13.683056656066642
112,Other,McCaw Hall,321 Mercer St.,98109,1988200700,7,magnolia / queen anne,47.62395,-122.35143,1.0,2.0,262048,0,262048,Other,296000.0,,,,,,62.36363636363637,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,13512686.0,0.0,False,,Compliant,,490.73,1.87,95,0.0,1.129564049334473,12.476282972069916,12.476282972069916,12.598114733306197,6.195894078378067,16.846766719827258
113,Small- and Mid-Sized Office,KCTS9,401 Mercer St,98109,1988200705,7,magnolia / queen anne,47.62391,-122.34837,1.1822985468956406,2.0,66240,2352,63888,Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,,67.31799163179916,74.90000153,75.40000153,235.1999969,236.6000061,4166306.25,4192107.75,0.0,4166305.0,0.0,False,,Compliant,,29.04,0.44,37,0.035507246376811595,0.7184447783621337,11.101039789059142,11.064886829303003,10.734220396048636,3.3686741899565953,15.242540409863079
114,Large Office,Bill and Melinda Gates Foundation,500 5th Ave N,98109,1988201155,7,magnolia / queen anne,47.62419,-122.34443,1.0,6.0,920598,303707,616891,Office,729584.0,Parking,185014.0,Other,6000.0,,93.0,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,38105108.0,0.0,27597261.0,9069780.0,False,,Compliant,,674.09,0.73,13,0.3299018681335393,1.1826789497658419,13.73277873786672,13.332447626016904,13.500229787677235,6.513363633155086,17.41738892594472
115,Small- and Mid-Sized Office,J.G. Scripps Building,221 1st Ave. W,98033,1989200850,7,magnolia / queen anne,47.62053,-122.35842,1.0,4.0,76213,25930,50283,Office,48546.0,Parking,21454.0,Other,2406.0,,68.0,68.19999695,71.59999847,192.3999939,196.0,3476212.5,3647345.75,0.0,2944692.0,531520.0,False,,Compliant,,48.76,0.64,53,0.3402306693083857,0.9654555217469125,11.241287330798126,10.825422326795367,10.790267081035894,3.8869103046130706,15.061453896985611
118,K-12 School,Pathfinder K-8,1901 SW Genesee St.,98106,1324039116,1,delridge,47.5636,-122.358,1.0,3.0,74468,0,74468,K-12 School,75364.0,,,,,,79.54471544715447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698176.0,0.0,False,,Missing Data,,11.84,0.16,24,0.0,1.012032013750873,11.218124781891788,11.218124781891788,11.230084986397891,2.4714836294558595,-inf
119,K-12 School,St. Joseph K-8 School,700 18th Ave. E.,98112,1336800825,3,east,47.62548,-122.30828,1.0,3.0,67743,0,67743,K-12 School,67743.0,,,,,,34.0,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,3036464.0,0.0,1337786.0,1309093.0,False,,Compliant,,78.85,1.16,100,0.0,1.0,11.123476412370751,11.123476412370751,11.123476412370751,4.367547313409047,14.788891768037471
120,K-12 School,Holy Names Academy,728 21st Ave East,98112,1338800660,3,east,47.62644,-122.30429,1.0,6.0,194104,0,194104,K-12 School,194104.0,,,,,,100.0,32.0,37.09999847,54.0,60.09999847,6219841.5,7204080.0,0.0,1887893.0,4331949.0,False,,Compliant,,243.23,1.25,115,0.0,1.0,12.176149376878815,12.176149376878815,12.176149376878815,5.494007497747535,15.64325498207557
121,Small- and Mid-Sized Office,2100 Building,2100 24th Ave S,98144,1498303116,3,southeast,47.58408,-122.30125,1.0,3.0,99433,35752,63681,Office,63681.0,Parking,35752.0,,,,63.0,76.90000153,78.19999695,241.5,245.6000061,4897760.0,4980737.5,0.0,4897760.0,0.0,False,,Compliant,,34.14,0.34,20,0.35955869781662025,1.0,11.507239329499242,11.061641523912554,11.061641523912554,3.5304697173662944,15.404288515702062
122,K-12 School,John Muir Elementary,3301 S. Horton St.,98144,1524049002,2,southeast,47.57324,-122.29058,1.0,2.0,58933,0,58933,K-12 School,60725.0,,,,,,79.54471544715447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347138.0,0.0,False,,Missing Data,,16.36,0.28,32,0.0,1.0304074118066278,10.984156484392978,10.984156484392978,11.014110753870373,2.794839331174601,-inf
125,K-12 School,Mercer International Middle,1600 Columbian Way S.,98108,1624049214,2,greater duwamish,47.56413,-122.31208,1.0,1.0,130862,0,130862,K-12 School,134446.0,,,,,,61.0,48.0,54.29999924,85.59999847,93.5,6456026.0,7300977.5,0.0,2262820.0,4193207.0,True,,Error - Correct Default Data,,238.48,1.82,66,0.0,1.027387629716801,11.781898611816032,11.781898611816032,11.808917910417703,5.474285449369816,15.680524516185274
127,K-12 School,Orca K-8 School,5215 46th Ave. S.,98118,1704900242,2,southeast,47.55478,-122.27596,1.0,3.0,59955,0,59955,K-12 School,59955.0,,,,,,93.0,27.20000076,29.20000076,78.69999695,83.0,1633399.375,1749171.25,0.0,1436416.0,196983.0,True,,Error - Correct Default Data,,20.48,0.34,34,0.0,1.0,11.001349559813534,11.001349559813534,11.001349559813534,3.019448800171307,14.306173907268796
130,K-12 School,McClure Middle,1915 1st Ave. W.,98119,1794501220,7,magnolia / queen anne,47.63683,-122.35896,1.0,2.0,93218,0,93218,K-12 School,93218.0,,,,,,86.0,31.0,34.5,65.90000153,70.80000305,2887392.0,3216155.0,0.0,1486758.0,1400634.0,True,,Error - Correct Default Data,,84.75,0.91,59,0.0,1.0,11.442696115073106,11.442696115073106,11.442696115073106,4.43970574626056,14.875864230515289
131,Other,Lakeview,1208 NE 64th st,98115,1797500625,4,northeast,47.67524,-122.31534,1.0,4.0,56521,0,56521,Other,49000.0,,,,,,62.36363636363637,129.6999969,129.8999939,407.3999939,408.0,6357632.0,6367210.0,0.0,6357631.0,0.0,False,,Compliant,,44.32,0.78,82,0.0,0.8669344137577184,10.942367529494035,10.942367529494035,10.799575577092764,3.7914360424390283,15.665166538941357
132,Other,Roosevelt Square,6417 Roosevelt Way NE # 18-28,98115,1797500715,4,northeast,47.67559,-122.31769,1.0,2.0,206934,0,206934,Other,119146.0,Parking,0.0,,,,62.36363636363637,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0.0,2001103.0,2252474.0,False,,Compliant,,133.58,0.65,94,0.0,0.5757681193037394,12.240155180827331,12.240155180827331,11.688104910834536,4.89470054929749,15.263270951521262
137,K-12 School,Broadview-Thomson K-8,13052 Greenwood Ave. N.,98133,1926049025,5,northwest,47.72463,-122.35315,1.0,2.0,131013,0,131013,K-12 School,131909.0,,,,,,88.0,29.5,32.5,59.09999847,62.90000153,3894584.5,4290831.5,0.0,1775488.0,2119097.0,True,,Error - Correct Default Data,,124.92,0.95,60,0.0,1.0068390159755138,11.78305183390088,11.78305183390088,11.789867569887841,4.827673532414877,15.175097556372132
138,K-12 School,Ingraham High,1819 N. 135th St.,98133,1926049321,5,northwest,47.7257,-122.33684,1.0,1.0,245587,0,245587,K-12 School,245587.0,,,,,,92.0,47.90000153,52.40000153,83.69999695,89.09999847,11765682.0,12870916.0,0.0,3926011.0,7839670.0,False,,Compliant,,443.73,1.81,64,0.0,1.0,12.411406542258106,12.411406542258106,12.411406542258106,6.095216269351388,16.280697547014274
140,K-12 School,B.F. Day Elementary,3921 Linden Ave. N.,98103,1931301145,6,lake union,47.65464,-122.34912,1.0,3.0,66588,0,66588,K-12 School,66588.0,,,,,,79.54471544715447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104286.0,0.0,False,,Missing Data,,14.67,0.22,32,0.0,1.0,11.106279660113902,11.106279660113902,11.106279660113902,2.6858045921548905,-inf
145,Other,Benaroya Hall,200 University Street,98111,1974700025,7,downtown,47.60804,-122.3367,1.0,6.0,284100,0,284100,Other,189750.0,,,,,,62.36363636363637,77.19999695,78.40000153,192.5,192.0,14641502.0,14881950.0,4311136.0,9803021.0,527343.0,False,,Compliant,,429.12,1.51,25,0.0,0.6678986272439282,12.55708156784228,12.55708156784228,12.153462695257875,6.0617366000933135,16.499370656863285
147,Medical Office,Swedish Ballard,5300 Tallman Ave NW,98107,2767703875,6,ballard,47.66737,-122.37956,4.0,5.0,285333,0,285333,Other,302661.0,Parking,148865.0,,,,14.0,225.0,157.3000031,479.5,251.8000031,68090728.0,47602720.0,0.0,35237205.0,32853512.0,False,,Compliant,,1990.5,6.98,69,0.0,1.0607290429077605,12.561412198230787,12.561412198230787,12.620368646273093,7.596141142440372,18.036351609133526
148,K-12 School,West Woodland Elementary,5601 4th Ave. N.W.,98107,2768000375,6,ballard,47.6706,-122.36225,1.0,2.0,55513,0,55513,K-12 School,59097.0,,,,,,93.0,25.60000038,27.10000038,80.40000153,85.0,1513570.75,1598852.625,0.0,1513571.0,0.0,True,,Error - Correct Default Data,,10.55,0.19,32,0.0,1.0645614540738206,10.924372506540205,10.924372506540205,10.986935440684466,2.3561258599220753,14.22998215230444
163,Other,Fire Station 10/FAC/EOC,105 5th Ave S,98104,5247801465,2,downtown,47.60112,-122.32785,1.0,4.0,61156,0,61156,Other,42755.0,Office,29219.0,,,,62.36363636363637,130.1000061,132.6999969,338.2999878,337.1000061,9363374.0,9550716.0,0.0,6947270.0,2416104.0,False,,Compliant,,176.75,2.89,17,0.0,0.6991137419059454,11.021183255680505,11.021183255680505,10.663241426590055,5.174736304776682,16.052316253585513
167,Other,Wing Luke Museum,719 South King Street,98104,5247802715,2,downtown,47.59809,-122.32283,1.0,4.0,72820,13820,59000,Other,58000.0,,,,,,62.36363636363637,34.70000076,36.09999847,83.69999695,85.19999695,2010454.625,2095175.25,0.0,1311669.0,698785.0,False,,Compliant,,46.26,0.64,113,0.1897830266410327,0.9830508474576272,11.195745921729424,10.985292722887856,10.968198289528557,3.8342776568032932,14.513871436052098
