OSEBuildingID,PrimaryPropertyType,PropertyName,Address,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,parking_area_prcnt,largest_property_GFA_prcnt,PropertyGFATotal_log,PropertyGFABuilding(s)_log,LargestPropertyUseTypeGFA_log,TotalGHGEmissions_log,SiteEnergyUse(kBtu)_log
361,Large Office,Yesler Building,400 YESLER WAY,98104,0942001150,7,downtown,47.60193,-122.32812,1.0,7.0,114395,8296,106099,Office,96582.0,,,,,,99.0,28.39999962,30.79999924,65.40000153,67.80000305,2746560.75,2970604.25,0.0,1640689.0,1105871.0,False,,Compliant,,70.17,0.61,114,0.07252065212640413,0.9103007568403095,11.64741265067898,11.57212789948697,11.478147667434284,4.250920869264197,14.825860050580811
363,Retail Store,University Book Store,4326 University Way NE,98105,1142000075,4,northeast,47.66024,-122.31278,1.0,2.0,89200,0,89200,Retail Store,89200.0,,,,,,83.0,72.40000153,75.19999695,204.8999939,206.8000031,6461937.0,6707359.5,0.0,5499125.0,962811.0,False,,Compliant,,89.47,1.0,45,0.0,1.0,11.398636318568101,11.398636318568101,11.398636318568101,4.493903373559505,15.681439676015435
364,Large Office,UW Tower Bldg Complex,4333 Brooklyn Ave,98195,1142000280,4,northeast,47.66072,-122.31466,1.0,23.0,474546,0,474546,Office,474546.0,,,,,,77.0,60.0,63.20000076,188.3000031,198.5,28450436.0,29997380.0,0.0,28450433.0,0.0,False,,Compliant,,198.34,0.42,52,0.0,1.0,13.070113836485078,13.070113836485078,13.070113836485078,5.289982729757979,17.163674043550994
365,Other,UW Tower Data Center,4333 BROOKLYN AVE NE,98185,1142000290,4,northeast,47.6606,-122.31512,1.0,5.0,36000,0,36000,Other,36000.0,,,,,2016201520142013,96.0,834.4000244,834.4000244,2620.0,2620.0,30038490.0,30038490.0,0.0,30038487.0,0.0,False,,Compliant,,209.41,5.82,54,0.0,1.0,10.491274217438248,10.491274217438248,10.491274217438248,5.344294052788061,17.21799011728523
366,Small- and Mid-Sized Office,University District Office Buiding,1107 NE 45th St,98105,1142000500,4,northeast,47.661,-122.31626,1.1822985468956406,5.0,99005,0,99005,Office,79555.0,,,,,,70.0,59.40000153,63.0,137.6000061,140.6999969,4728488.5,5008123.5,0.0,2863212.0,1865277.0,False,,Compliant,,119.03,1.2,62,0.0,0.8035452754911369,11.502925632891895,11.502925632891895,11.284203885341958,4.779375562179788,15.36911615337384
367,Large Office,4311 Roosevelt,4311 11th Avenue NE,98105,1142000530,4,northeast,47.66065,-122.31689,1.0,6.0,135051,44248,90803,Office,95943.0,Parking,42500.0,,,2017201620152014201320112008,88.0,46.09999847,46.09999847,144.8999939,144.8999939,4426136.0,4426136.0,0.0,4426136.0,0.0,False,,Compliant,,30.86,0.23,21,0.32763918815854753,1.0566060592711695,11.813407763858287,11.416447603691164,11.471509544110637,3.4294608469350147,15.303037526640257
368,Large Office,4300 Roosevelt,4300 Roosevelt Way NE,98105,1142000550,4,northeast,47.65999,-122.31741,1.0,5.0,220649,82720,137929,Office,145754.0,Parking,90000.0,,,201720162015201420132008,93.0,48.29999924,48.29999924,151.8000031,151.8000031,7046345.5,7046345.5,0.0,7046345.0,0.0,False,,Compliant,,49.12,0.22,21,0.37489406251557905,1.0567320867982803,12.304328482623069,11.83449433898891,11.889675548090011,3.894266283838887,15.768019671594574
369,Warehouse,Seattle Vault Self Storage,1800 Terry Ave.,98101,0660001580,7,downtown,47.61591,-122.33238,1.0,5.0,93660,0,93660,Other,93660.0,,,,,,54.54255319148936,9.300000191,10.0,29.29999924,31.5,873221.875,940359.1875,0.0,873222.0,0.0,False,,Compliant,,6.09,0.07,59,0.0,1.0,11.447426482737534,11.447426482737534,11.447426482737534,1.8066480817218056,13.679944954878726
370,Large Office,Metropolitan Park West,1100 Olive Way,98101,0660002054,7,downtown,47.61597,-122.33086,1.0,18.0,413715,64660,349055,Office,348270.0,Parking,69634.0,,,20162015201320122010,79.0,69.59999847,69.59999847,218.3999939,218.3999939,24224888.0,24224888.0,0.0,24224886.0,0.0,False,,Compliant,,168.88,0.41,43,0.156291166624367,0.9977510707481629,12.932932609950278,12.762984781891282,12.760733320000192,5.129188403540065,17.002891092407403
371,Mixed Use Property,METROPOLITAN PARK NORTH (ID371),1220 HOWELL ST,98101,0660002381,7,downtown,47.6177,-122.3306,1.0,11.0,381381,195621,185760,Parking,182820.0,Office,164192.0,Fitness Center/Health Club/Gym,37782.0,,94.0,48.40000153,49.20000076,150.8999939,153.5,9765777.0,9944328.0,0.0,9671822.0,93954.0,False,,Compliant,,72.42,0.19,23,0.5129280168650248,0.9841731266149871,12.85155415444192,12.132210796931718,12.11625734120781,4.282482504337495,16.094394689019875
372,Large Office,Metropolitan Park East,1730 Minor Avenue,98101,0660002410,7,downtown,47.61695,-122.32965,1.0,20.0,497513,118744,378769,Office,367623.0,Parking,114510.0,,,2015201320122010,65.0,73.0,0.0,227.8999939,0.0,26823218.0,0.0,0.0,26602310.0,220905.0,False,,Compliant,,197.19,0.4,35,0.23867517029705757,0.9705730933629733,13.117376965892651,12.844681799563995,12.814813235515079,5.284167730943595,17.10477841370593
373,Large Office,Fourth and Blanchard,2101 Fourth Avenue,98121,0694000205,7,downtown,47.61431,-122.34244,1.0,24.0,543876,116721,427155,Office,424044.0,Parking,107300.0,,,,79.0,59.70000076,61.70000076,187.3999939,193.6000061,25307744.0,26144226.0,0.0,25307741.0,0.0,False,,Compliant,,176.43,0.32,44,0.2146095801248814,0.9927169294518383,13.206476558679071,12.964902224001131,12.957592502414894,5.172924197139975,17.046620993819214
374,Mixed Use Property,ECONET (ID#374),3005 1ST AVE,98121,0695000135,7,downtown,47.6177,-122.3545,1.0,4.0,109347,38700,70647,Other,42389.0,Parking,38700.0,Office,28258.0,,58.82608695652174,116.3000031,118.5999985,343.6000061,346.0,8218155.5,8381544.5,0.0,7484659.0,733496.0,False,,Compliant,,91.13,0.83,43,0.35391917473730417,0.6000113239061814,11.602281590886323,11.165450924366091,10.654644173598973,4.5122870585080355,15.921856350125278
375,Large Office,Third and Broad,2901 Third Avenue,98121,0695000335,7,downtown,47.6182,-122.352,1.0,6.0,396626,124216,272410,Office,274002.0,Parking,122624.0,,,,64.0,74.30000305,73.59999847,233.3000031,231.1999969,20361158.0,20179120.0,0.0,20361156.0,0.0,False,,Compliant,,141.95,0.36,41,0.31318168753435227,1.0058441320069014,12.890749050155561,12.515063563303203,12.52089068461364,4.95547488291898,16.829139624257103
376,Large Office,5th and Bell,2301 5th Ave,98121,0696000175,7,downtown,47.61598,-122.34369,1.0,6.0,287471,83591,203880,Office,191814.0,Parking,72178.0,Other - Restaurant/Bar,5322.0,20162011201020092008,74.0,74.90000153,74.90000153,235.1000061,235.1000061,14913424.0,14913424.0,0.0,14913422.0,0.0,False,,Compliant,,103.97,0.36,21,0.2907806352640788,0.940818128310771,12.568877264566648,12.225286864453977,12.164281431468368,4.644102395989878,16.517772304910523
377,Large Office,Fifth and Wall LLC,521 Wall Street,98121,0697000064,7,downtown,47.61734,-122.34434,1.0,3.0,192630,48512,144118,Office,146157.0,Parking,48199.0,,,2007,94.0,36.70000076,38.09999847,112.4000015,117.0,5357833.0,5569686.0,0.0,5169641.0,188191.0,False,,Compliant,,46.03,0.24,76,0.25184031563100245,1.014148128616828,12.168526529456203,11.878387687441286,11.892436665389678,3.82929335782915,15.49407016025455
379,Large Office,3101 Western Avenue,3101 Western Avenue,98121,0698000040,7,downtown,47.6176,-122.35686,1.0,8.0,253103,61986,191117,Office,158681.0,Parking,70190.0,Other,21782.0,2010,3.0,161.1999969,161.1999969,506.1000061,506.1000061,29949248.0,29949248.0,0.0,29949243.0,0.0,False,,Compliant,,208.79,0.82,39,0.244904248468015,0.8302819738694098,12.44155179948549,12.160641084932164,11.974651176599838,5.341328962141284,17.215014773696318
381,Supermarket / Grocery Store,70500872 -- Holman Road,9999 Holman Road NW,98117,0767000060,6,northwest,47.7019,-122.36374,1.0,1.0,60880,0,60880,Supermarket/Grocery Store,61666.0,,,,,,54.0,231.8000031,239.0,518.7999878,523.5999756,14293972.0,14736775.0,0.0,8125218.0,6168753.0,False,,Compliant,,384.27,6.31,67,0.0,1.012910643889619,11.016659992535567,11.016659992535567,11.029488004523104,5.951345430511155,16.475348467896282
382,Small- and Mid-Sized Office,Collins Building,524 2nd Ave,98104,0939000025,7,downtown,47.60227,-122.33202,1.0,5.0,50176,0,50176,Office,50328.0,Other,8329.0,Restaurant,4253.0,,77.0,46.59999847,46.59999847,143.1999969,143.1999969,2933288.75,2933288.75,0.0,2836654.0,96634.0,False,,Compliant,,24.91,0.5,123,0.0,1.0030293367346939,10.823292103710079,10.823292103710079,10.826316861249866,3.215269329274089,14.891634791801184
383,Large Office,Smith Tower,506 Second Avenue,98104,0939000060,7,downtown,47.60198,-122.33174,1.0,42.0,304346,0,304346,Office,245028.0,Retail Store,8429.0,Other - Restaurant/Bar,7518.0,,72.0,88.40000153,94.5,182.6000061,189.1000061,23262244.0,24880988.0,1014422.375,11239744.0,11008077.0,False,,Compliant,,741.3,2.44,111,0.0,0.8050968305809835,12.625920491072439,12.625920491072439,12.409127768711034,6.608405401662674,16.96234217503598
384,Warehouse,Dawn Food Products,6901 fox ave south,98108,0001800113,2,greater duwamish,47.54066,-122.33023,1.0,1.0,128800,0,128800,Non-Refrigerated Warehouse,119200.0,Other,9600.0,,,,97.0,14.0,16.29999924,20.79999924,23.29999924,1809101.5,2098949.75,0.0,371850.0,1437252.0,False,,Compliant,,78.92,0.61,46,0.0,0.9254658385093167,11.766016092652391,11.766016092652391,11.688558033613386,4.368434681154414,14.408340871150571
385,Large Office,Skinner Building,1326 5th Avenue,98101,0002400002,7,downtown,47.60932,-122.33388,1.0,8.0,321945,0,321945,Office,166919.0,Performing Arts,39355.0,Retail Store,19787.0,20172016201520092008,76.0,60.40000153,62.29999924,158.0,160.1999969,13656587.0,14072349.0,3700629.75,9955956.0,0.0,False,,Compliant,,355.05,1.1,96,0.0,0.5184705462113094,12.682136002483874,12.682136002483874,12.025263943793702,5.8722586246281026,16.429732527301194
386,Large Office,IBM-COS,1200 5th avenue,98101,0002400002,7,downtown,47.60842,-122.33305,1.0,22.0,336330,0,336330,Office,256299.0,Parking,66430.0,Other - Restaurant/Bar,7438.0,,77.0,71.90000153,74.80000305,182.6999969,186.1999969,18967014.0,19730534.0,5370612.0,13134207.0,462194.0,False,,Compliant,,530.66,1.58,59,0.0,0.762046204620462,12.72584809981575,12.72584809981575,12.45410001066683,6.274121514843236,16.758211923090297
387,Large Office,Puget Sound Plaza,1325 4th Avenue,98101,0002400002,7,downtown,47.60869,-122.33588,1.0,21.0,298426,0,298426,Office,286538.0,Parking,197750.0,Other - Education,11888.0,2017201320092008,79.0,90.69999695,95.69999695,202.1000061,206.8999939,27076922.0,28559888.0,12760971.0,14315950.0,0.0,False,,Compliant,,1084.79,3.64,63,0.0,0.9601643288453419,12.606277274883318,12.606277274883318,12.565626441594707,6.9891416988545565,17.114192336328106
388,Large Office,Rainier Tower,1301 5th Ave,98101,0002400003,7,downtown,47.60896,-122.33481,1.0,42.0,635824,0,635824,Office,718473.0,Parking,40000.0,Restaurant,19671.0,,69.0,62.90000153,62.90000153,197.6000061,197.6000061,48479988.0,48479988.0,0.0,48479982.0,0.0,False,,Compliant,,337.97,0.53,47,0.0,1.1299872291703363,13.362677074465822,13.362677074465822,13.484883405507034,5.822957134147399,17.69666165220055
390,Retail Store,RAINIER ELECTRONICS LLC,2700 RAINIER AVE. S.,98144,0003600052,2,southeast,47.57936,-122.29744,1.0,2.0,291940,0,291940,Retail Store,191940.0,Office,100000.0,,,,80.0,40.0,41.40000153,113.1999969,113.9000015,11688601.0,12080064.0,0.0,9933861.0,1754739.0,False,,Compliant,,162.45,0.56,43,0.0,0.6574638624374871,12.58430358068457,12.58430358068457,12.164938102171618,5.090370262115109,16.274124651350792
391,Mixed Use Property,Thaw Building,8300 Military Rd South,98108,0007400015,2,greater duwamish,47.52871,-122.29443,1.1822985468956406,1.0,88400,0,88400,Non-Refrigerated Warehouse,33450.0,Office,29620.0,Distribution Center,27715.0,,42.0,48.29999924,53.0,109.0,113.9000015,4383100.5,4811200.0,0.0,2530658.0,1852442.0,False,,Compliant,,116.03,1.31,53,0.0,0.37839366515837103,11.389627248625734,11.389627248625734,10.417807065556374,4.753848778359454,15.293266908638412
392,Warehouse,Linden Bldg,910 N 137th St,98133,0164000120,5,northwest,47.72912,-122.34677,1.0,1.0,52311,0,52311,Non-Refrigerated Warehouse,51116.0,,,,,,96.0,18.20000076,21.70000076,19.79999924,23.5,930611.875,1109137.125,0.0,16765.0,913847.0,False,,Compliant,,48.65,0.93,63,0.0,0.9771558563208503,10.864961952985604,10.864961952985604,10.841852838728594,3.884651808632014,13.743597578895839
393,Other,500 Yale,500 Yale Ave N,98109,0209000030,7,lake union,47.62323,-122.33028,1.0,5.0,141131,69710,71421,Parking,74831.0,Office,71643.0,,,,62.36363636363637,43.09999847,43.09999847,135.1999969,135.1999969,3085814.0,3085814.0,0.0,3085813.0,0.0,False,,Compliant,,21.51,0.15,14,0.4939382559466028,1.0477450609764636,11.857443816048647,11.176347222730618,11.222987516609326,3.068517943279639,14.942326037891782
394,Large Office,501 Eastlake Ave. (ID394) Republican Building,501 EASTLAKE AVE E,98109,0209000050,7,lake union,47.62333,-122.3296,1.0,5.0,176532,70067,106465,Office,103494.0,Parking,70067.0,,,2015,60.0,56.09999847,56.09999847,176.1000061,176.1000061,5803409.0,5803409.0,0.0,5803409.0,0.0,False,,Compliant,,40.46,0.23,22,0.3969082092765051,0.9720941154369981,12.081257442038211,11.575571571620499,11.547268918992684,3.7003138317395994,15.573956061474892
395,Warehouse,Ferguson Terminal,4205 9th Ave NW,98107,0467000050,6,ballard,47.65825,-122.3683,1.0,1.0,52500,0,52500,Non-Refrigerated Warehouse,49395.0,Office,5853.0,,,,2.0,72.19999695,76.80000305,191.8000031,196.6000061,3989399.0,4243867.0,0.0,3064777.0,924621.0,False,,Compliant,,70.47,1.34,50,0.0,0.9408571428571428,10.868568448579715,10.868568448579715,10.807604483478574,4.255187087338931,15.19915115095431
396,Warehouse,SBC396,5301 Shilshole Ave NW,98107,0467000420,6,ballard,47.66587,-122.38476,1.0,2.0,57300,0,57300,Non-Refrigerated Warehouse,29001.0,Office,28299.0,,,,55.0,79.59999847,88.90000153,151.1999969,161.0,4560492.0,5095134.5,0.0,1853914.0,2706578.0,False,,Compliant,,156.67,2.73,64,0.0,0.5061256544502618,10.95605590270283,10.95605590270283,10.275085591132715,5.054141682405396,15.332941070407193
398,Large Office,2601 Elliott Avenue,2601 Elliott Avenue,98121,0653000250,7,downtown,47.61429,-122.35263,1.0,6.0,350310,0,350310,Office,305233.0,College/University,26900.0,Restaurant,7666.0,2017,90.0,53.29999924,53.29999924,154.1999969,154.1999969,18102026.0,18102026.0,0.0,15974366.0,2127656.0,False,,Compliant,,224.36,0.64,107,0.0,0.8713225428905826,12.76657375573787,12.76657375573787,12.628830698366398,5.413251904640136,16.7115344236736
399,Large Office,1201 Third Avenue,1201 3rd ave,98101,1974700120,7,downtown,47.60723,-122.33611,1.0,55.0,1400000,285000,1115000,Office,994116.0,Parking,264481.0,Other,133598.0,2017201120102007,92.0,46.70000076,48.5,140.1999969,145.3000031,53079164.0,55140300.0,2179487.75,49472833.0,1426840.0,False,,Compliant,,588.9,0.42,35,0.20357142857142857,0.8915838565022421,14.151982794585487,13.924364962876357,13.80960917903098,6.378256389950525,17.787295017492646
402,Large Office,US Bank Centre,1420 5th Avenue,98101,1975700080,7,downtown,47.61054,-122.33466,1.0,46.0,1536606,512608,1023998,Office,1002403.0,Parking,377046.0,Other,53116.0,201720162014201320122011201020092007,89.0,51.90000153,53.59999847,157.3000031,162.6999969,56606136.0,58506844.0,0.0,53668061.0,2938070.0,False,,Compliant,,530.18,0.35,34,0.3335975520074762,0.9789110916232259,14.245086646132766,13.839225131454683,13.817910675376755,6.273216571528962,17.851627947191478
403,Large Office,Logan Building,500 Union St,98101,1975700095,7,downtown,47.61003,-122.33452,1.0,10.0,135918,0,135918,Office,144570.0,,,,,,91.0,44.40000153,46.79999924,111.0999985,114.0,6423556.5,6771618.5,2121203.0,4302353.0,0.0,False,,Compliant,,193.72,1.43,65,0.0,1.0636560278991745,11.81980704169959,11.81980704169959,11.881519098302489,5.266413817535028,15.675482494242939
404,Retail Store,O'Shea Building,501 Pine Street,98101,1975700115,7,downtown,47.61159,-122.33601,1.0,4.0,79957,0,79957,Retail Store,35694.0,Office,29723.0,,,,25.0,80.30000305,79.09999847,252.1000061,248.1999969,5252131.0,5171529.0,0.0,5252130.0,0.0,False,,Compliant,,36.61,0.46,109,0.0,0.4464149480345686,11.28924426915111,11.28924426915111,10.482737886415961,3.600321427132145,15.474144456972658
405,Large Office,The Decatur,1511 6th Avenue,98101,1975700125,7,downtown,47.61166,-122.33528,1.0,4.0,127268,0,127268,Office,62512.0,Retail Store,53971.0,Non-Refrigerated Warehouse,5000.0,,71.0,63.5,63.5,171.5,171.5,7711757.5,7711757.5,714523.6875,6039805.0,957428.0,True,,Error - Correct Default Data,,148.11,1.16,102,0.0,0.49118395826130684,11.75405037824016,11.75405037824016,11.043113817294852,4.997955240938881,15.858256670276056
406,Large Office,520 Pike Tower,520 Pike Street,98101,1975700160,7,downtown,47.61125,-122.33494,1.0,29.0,500000,0,500000,Office,411301.0,Parking,80005.0,Retail Store,14528.0,201720152014201220102008,93.0,44.29999924,45.20000076,139.0,141.8999939,18848780.0,19249572.0,0.0,18848777.0,0.0,False,,Compliant,,131.4,0.26,40,0.0,0.822602,13.122363377404328,13.122363377404328,12.927080585530902,4.8782461060505105,16.75195874827836
408,Large Office,Fourth and Pike Building,1424 4th Ave,98101,1975700235,7,downtown,47.61005,-122.3361,1.1822985468956406,10.0,132326,0,132326,Office,92006.0,Other,12610.0,Retail Store,9835.0,,72.0,52.70000076,53.70000076,159.8000031,163.0,6029020.0,6146691.5,328247.0938,5698221.0,2551.0,False,,Compliant,,65.2,0.49,97,0.0,0.6952979762102686,11.793023853848588,11.793023853848588,11.42960907129592,4.177459468932607,15.612095034765758
409,Large Office,Washington Federal,425 Pike Street,98101,1975700240,7,downtown,47.61033,-122.3357,1.0,6.0,109830,13200,96630,Office,83485.0,Parking,13200.0,Retail Store,5000.0,,45.0,87.90000153,87.90000153,275.8999939,275.8999939,7335905.5,7335905.5,0.0,7335905.0,0.0,False,,Compliant,,51.14,0.47,39,0.12018574160065555,0.8639656421401222,11.606688994782392,11.478644530993353,11.332422253983058,3.9345669698630408,15.808291411156079
411,Large Office,Joshua Green Building,1425 4th Avenue,98101,1975700305,7,downtown,47.60991,-122.33687,1.0,10.0,130513,0,130513,Office,87391.0,Retail Store,32264.0,Restaurant,10858.0,,49.0,89.30000305,90.40000153,204.1000061,205.3999939,11651200.0,11792293.0,631029.0,6846996.0,4173175.0,False,,Compliant,,318.08,2.44,113,0.0,0.6695961321860657,11.779228117641694,11.779228117641694,11.37814758151298,5.7623029234682095,16.27091973696325
412,Small- and Mid-Sized Office,MiKen Building,1417 Fourth Avenue,98101,1975700330,7,downtown,47.60953,-122.33647,1.0,8.0,60660,0,60660,Office,41958.0,Retail Store,4800.0,,,,67.31799163179916,55.29999924,55.29999924,173.6999969,173.6999969,2586116.0,2586116.0,0.0,2586116.0,0.0,False,,Compliant,,18.03,0.3,103,0.0,0.6916913946587537,11.013039781242572,11.013039781242572,10.644424396931921,2.8920370372152258,14.765667694229785
413,Large Office,(ID413) JOSEPH VANCE BLDG,1414 3RD AVE,98101,1975700340,7,downtown,47.60902,-122.33674,1.0,14.0,137350,0,137350,Office,124508.0,,,,,,89.0,51.09999847,54.79999924,125.4000015,129.1999969,6366084.5,6825027.0,2258855.25,4107229.0,0.0,False,,Compliant,,202.99,1.48,94,0.0,0.9065016381507098,11.83028769152342,11.83028769152342,11.732125249850617,5.313156716744676,15.6664951603773
414,Large Office,Onni 1411 Fourth Development LP,1411 4TH AVE,98101,1975700345,7,downtown,47.60923,-122.33625,1.0,15.0,151039,0,151039,Office,125473.0,,,,,,84.0,43.40000153,0.0,92.30000305,0.0,5446624.0,0.0,2850077.75,2596546.0,0.0,False,,Compliant,,238.09,1.58,94,0.0,0.8307324598282563,11.925293360594699,11.925293360594699,11.739845874965935,5.472648753450811,15.510506525160007
415,Large Office,Century Square - COS Compliance,1501 4th Ave,98101,1975700390,7,downtown,47.61022,-122.33745,1.0,30.0,755000,134662,620338,Office,643083.0,Parking,126891.0,Restaurant,13422.0,,72.0,78.09999847,80.69999695,217.1000061,224.3000031,52226204.0,53974556.0,519390.0,43199963.0,8506844.0,False,,Compliant,,793.05,1.05,38,0.17836026490066226,1.0366654952622603,13.534473028231162,13.338019769765166,13.374029077315464,6.675886271349569,17.77109491923403
416,Small- and Mid-Sized Office,Chromer Building,1516 2nd Avenue,98101,1975700440,7,downtown,47.60995,-122.33904,1.0,4.0,63540,0,63540,Office,56747.0,,,,,,72.0,62.0,62.79999924,154.5,155.3999939,3518459.5,3564626.75,0.0,2428286.0,1090173.0,False,,Compliant,,74.83,1.18,117,0.0,0.8930909663204281,11.059424907823507,11.059424907823507,10.946358070510206,4.315218874092267,15.073533809735595
417,Large Office,Melbourne Tower,1511 3rd Ave,98101,1975700465,7,downtown,47.60987,-122.33824,1.0,10.0,130893,0,130893,Office,87925.0,Supermarket/Grocery Store,27177.0,Medical Office,6644.0,,80.0,57.20000076,58.79999924,179.6000061,184.8000031,6962073.0,7163323.5,0.0,6962072.0,0.0,False,,Compliant,,48.54,0.37,96,0.0,0.6717318725982291,11.782135474532273,11.782135474532273,11.384239457342183,3.8823882002984553,15.755987832791224
418,Mixed Use Property,Harold Poll Building,110 Union Street,98101,1975700580,7,downtown,47.60821,-122.33899,1.0,5.0,79920,0,79920,Office,39960.0,Retail Store,26640.0,Other,13320.0,,58.82608695652174,37.70000076,37.29999924,118.1999969,117.0,3009463.75,2977095.25,0.0,3009464.0,0.0,False,,Compliant,,20.98,0.26,113,0.0,0.5,11.288781413322436,11.288781413322436,10.59563423276249,3.043569602968151,14.917272464707187
419,Mixed Use Property,Main Market,1501 Pike Place,98101,1976200205,7,downtown,47.60881,-122.34119,1.0,4.0,137400,0,137400,Retail Store,44078.0,Other - Restaurant/Bar,19182.0,Multifamily Housing,14380.0,,58.82608695652174,122.8000031,122.3000031,306.6000061,305.0,14940504.0,14879755.0,0.0,10344729.0,4595774.0,False,,Compliant,,316.2,2.3,115,0.0,0.32080058224163027,11.830651658770385,11.830651658770385,10.693716070746637,5.756374924775372,16.519586472039695
420,Other,Meridian (West),1506 6th Ave,98101,1976700045,7,downtown,47.61164,-122.33446,1.0,6.0,147852,86429,61423,Parking,64821.0,Retail Store,40629.0,Other - Restaurant/Bar,13039.0,,62.36363636363637,157.5,157.5,407.7000122,407.7000122,9671619.0,9671619.0,0.0,7122619.0,2548999.0,False,,Compliant,,185.03,1.25,27,0.5845642940237534,1.0553212965827132,11.903967052412668,11.02553963682673,11.07938490391378,5.2205179740936245,16.084706278441324
422,Large Office,Two Union Square,601 Union St.,98101,1976700125,7,downtown,47.61043,-122.33206,1.0,56.0,1605578,389860,1215718,Office,1314475.0,Parking,389860.0,Other,30744.0,20092005,97.0,36.79999924,37.90000153,110.3000031,113.3000031,49517704.0,50984500.0,915654.875,46081813.0,2520230.0,False,,Compliant,,525.78,0.33,34,0.2428159827800331,1.0812334768424914,14.288994374327542,14.010845406718719,14.08894790433295,6.2648828742958145,17.717840820160713
423,Large Office,One Union Square,600 University Street,98101,1976700155,7,downtown,47.60967,-122.33229,1.0,36.0,794592,0,794592,Office,748011.0,Parking,36606.0,Other,9975.0,20092005,96.0,35.20000076,36.09999847,108.6999969,111.4000015,26689658.0,27340878.0,0.0,26031451.0,658204.0,False,,Compliant,,216.43,0.27,43,0.0,0.941377461640691,13.585584054353232,13.585584054353232,13.525172962730837,5.377267169526438,17.099786707510674
424,Large Office,PARK PLACE OFFICE BLDG (ID424),1200 6th Avenue,98101,1976700185,7,downtown,47.60909,-122.33202,1.0,21.0,456304,93204,363100,Office,342952.0,Parking,106466.0,,,,74.0,56.59999847,59.5,177.6000061,187.0,19397324.0,20421248.0,0.0,19397322.0,0.0,False,,Compliant,,135.23,0.3,52,0.20425856446579474,0.9445111539520793,13.030914533039684,12.802433557402427,12.745345774664363,4.906977032485268,16.780645676374885
425,Large Office,First and Stewart,101 Stewart Street,98101,1977200020,7,downtown,47.61029,-122.34089,1.0,12.0,115857,15140,100717,Office,104788.0,Parking,11844.0,Restaurant,528.0,2017201520142013,89.0,45.20000076,45.20000076,141.8000031,141.8000031,4757299.5,4757299.5,0.0,4757299.0,0.0,False,,Compliant,,33.17,0.29,37,0.13067833622482888,1.0404201872573646,11.660111950995853,11.520069882730548,11.559694540496222,3.501645852958961,15.375190733281174
426,Small- and Mid-Sized Office,World Trade Center West,2200 Alaskan Way,98121,1977200135,7,downtown,47.61116,-122.34748,1.0,4.0,87500,17500,70000,Office,70090.0,Other,1672.0,,,,72.0,63.40000153,63.40000153,199.1000061,199.1000061,4549892.0,4549892.0,0.0,4549891.0,0.0,False,,Compliant,,31.72,0.36,24,0.2,1.0012857142857143,11.379394072345706,11.156250521031495,11.15753540949437,3.456947396766647,15.330614054381687
427,Large Office,World Trade Center East-Seattle,2211 Elliott Ave,98121,1977200187,7,downtown,47.6117,-122.34778,1.0,11.0,374405,184776,189629,Office,150969.0,Laboratory,41829.0,,,201620152012,72.0,69.09999847,69.09999847,217.1000061,217.1000061,13329024.0,13329024.0,0.0,13329022.0,0.0,False,,Compliant,,92.92,0.25,25,0.49351905022635917,0.7961282293320114,12.833093378197255,12.15282481069335,11.924829796707295,4.531738907902208,16.405454471169726
428,Other,Lenora,120 Lenora,98121,1977200740,7,downtown,47.61252,-122.34351,1.0,12.0,193500,38000,155500,Other,146689.0,,,,,,62.36363636363637,98.40000153,98.40000153,309.0,309.0,14436982.0,14436982.0,0.0,14436981.0,0.0,False,,Compliant,,100.65,0.52,38,0.19638242894056848,0.9433376205787781,12.173032791451973,11.954401010601426,11.896069978361291,4.611649152085801,16.485303666814747
429,Large Office,Terminal Sales Building,1932 1st Avenue,98101,1977200920,7,downtown,47.61108,-122.34217,1.0,11.0,102846,0,102846,Office,93879.0,Retail Store,7500.0,,,,96.0,52.5,59.70000076,98.5,107.0,5327249.5,6047637.0,3480880.75,1846369.0,0.0,False,,Compliant,,281.55,2.74,100,0.0,0.9128113879003559,11.540988002735112,11.540988002735112,11.44976199801219,5.640310051700627,15.488345621671106
